STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,wst_oper,Waste management operations,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AL,Albania,2013,,325,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AL,Albania,2014,,425,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AL,Albania,2015,,491,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AL,Albania,2016,,452,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AL,Albania,2017,,436,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AL,Albania,2018,,462,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AL,Albania,2019,,381,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AL,Albania,2020,,369,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AL,Albania,2021,,311,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AL,Albania,2022,,295,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AL,Albania,2023,,306,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2000,,580,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2001,,576,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2002,,608,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2003,,607,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2004,,574,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2005,,575,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2006,,597,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2007,,597,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2008,,600,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2009,,590,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2010,,562,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2011,,573,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2012,,579,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2013,,578,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2014,,565,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2015,,560,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2016,,564,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2017,,570,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2018,,579,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2019,,588,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2020,,834,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2021,,835,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,AT,Austria,2022,,803,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2008,,356,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2009,,354,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2010,,332,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2011,,340,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2012,,340,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2013,,311,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2014,,349,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2015,,340,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2016,,354,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2017,,352,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2018,,356,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2019,,352,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2020,,346,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2021,,355,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BA,Bosnia and Herzegovina,2022,,343,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2000,,471,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2001,,467,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2002,,482,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2003,,465,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2004,,485,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2005,,482,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2006,,485,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2007,,493,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2008,,480,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2009,,467,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2010,,456,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2011,,455,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2012,,445,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2013,,436,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2014,,425,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2015,,412,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2016,,419,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2017,,411,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2018,,409,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2019,,416,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2020,,729,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2021,,755,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2022,,690,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2023,,689,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2000,,612,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2001,,596,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2002,,602,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2003,,603,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2004,,599,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2005,,588,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2006,,577,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2007,,553,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2008,,599,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2009,,598,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2010,,554,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2011,,508,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2012,,460,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2013,,438,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2014,,451,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2015,,431,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2016,,418,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2017,,453,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2018,,426,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2019,,465,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2020,,432,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2021,,470,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2022,,488,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2000,,659,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2001,,663,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2002,,678,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2003,,670,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2004,,663,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2005,,664,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2006,,712,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2007,,724,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2008,,739,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2009,,705,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2010,,711,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2011,,692,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2012,,697,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2013,,706,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2014,,733,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2015,,728,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2016,,723,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2017,,709,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2018,,706,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2019,,709,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2020,,706,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2021,,704,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CH,Switzerland,2022,,677,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2000,,628,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2001,,650,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2002,,655,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2003,,670,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2004,,684,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2005,,688,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2006,,695,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2007,,704,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2008,,729,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2009,,729,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2010,,711,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2011,,692,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2012,,681,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2013,,635,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2014,,619,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2015,,637,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2016,,649,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2017,,642,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2018,,662,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2019,,664,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2020,,625,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2021,,650,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2022,,673,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2023,,674,,p,provisional,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2000,,335,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2001,,274,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2002,,279,,,,,
