STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,rawmat,Raw materials,stk_flow,Stock or flow,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2004,,128811,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2005,,112938,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2006,,138886,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2007,,150114,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2008,,163875,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2009,,133030,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2010,,257930,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2011,,196208,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2012,,176162,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2013,,159651,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2014,,165261,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2015,,194791,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2016,,192567,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2017,,204203,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2018,,207732,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2019,,258314,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2020,,242099,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2021,,246142,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2022,,183036,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2023,,182871,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,AT,Austria,2024,,186020,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2004,,3095972,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2005,,3383751,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2006,,3312473,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2007,,3668572,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2008,,3581131,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2009,,4226662,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2010,,4386531,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2011,,4584357,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2012,,4368289,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2013,,3847713,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2014,,4514274,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2015,,3710871,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2016,,4166067,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2017,,4293247,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2018,,4377464,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2019,,4177818,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2020,,4646727,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2021,,4412365,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2022,,4065706,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2023,,4303489,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BE,Belgium,2024,,3945993,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2004,,676442,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2005,,550121,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2006,,603752,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2007,,460583,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2008,,648394,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2009,,485206,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2010,,918138,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2011,,934634,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2012,,902804,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2013,,808123,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2014,,673759,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2015,,534493,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2016,,571090,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2017,,754780,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2018,,736440,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2019,,879691,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2020,,861593,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2021,,1257044,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2022,,1435365,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2023,,1420959,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,BG,Bulgaria,2024,,1161140,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2004,,21068,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2005,,25957,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2006,,23536,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2007,,29019,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2008,,34988,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2009,,42628,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2010,,59864,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2011,,69904,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2012,,71796,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2013,,67216,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2014,,68192,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2015,,61591,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2016,,64716,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2017,,61446,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2018,,61905,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2019,,57130,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2020,,62770,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2021,,69398,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2022,,80963,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2023,,90008,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CY,Cyprus,2024,,86238,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2004,,24231,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2005,,36477,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2006,,32325,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2007,,36125,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2008,,48708,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2009,,94688,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2010,,95431,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2011,,144240,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2012,,143256,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2013,,132184,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2014,,162019,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2015,,165147,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2016,,83089,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2017,,86967,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2018,,79689,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2019,,73929,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2020,,77082,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2021,,83585,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2022,,72845,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2023,,101065,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,CZ,Czechia,2024,,84690,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2004,,3379566,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2005,,3428253,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2006,,4003376,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2007,,4275109,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2008,,4755573,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2009,,5735018,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2010,,5579037,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2011,,5908671,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2012,,6025743,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2013,,5251763,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2014,,5566202,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2015,,4746887,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2016,,5330733,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2017,,5307032,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2018,,4758684,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2019,,4655236,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2020,,4305494,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2021,,3910476,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2022,,4001602,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2023,,4339624,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DE,Germany,2024,,4132703,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2004,,697888,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,DK,Denmark,2005,,633120,,,,,
